DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MRT: Mauritania,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),F: Female,2021,1.4,0: Units,PCNT: %,RA: Reanalysed,,1,1.8,7524,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Enquête nutritionnelle nationale SMART  Mauritanie 2021,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2022,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MRT: Mauritania,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),M: Male,2018,2.6,0: Units,PCNT: %,RA: Reanalysed,,2.1,3.1,6885.6,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Rapport de l’enquête nutritionnelle nationale SMART Aout 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2022,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MRT: Mauritania,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),M: Male,2019,2.1,0: Units,PCNT: %,RA: Reanalysed,,1.8,2.5,8327.1,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Rapport de l’enquête nutritionnelle nationale SMART  Mauritanie Juillet 2019,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2022,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MRT: Mauritania,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),M: Male,2020,1.2,0: Units,PCNT: %,RA: Reanalysed,,0.9,1.6,5758.9,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Enquête Démographique et  de Santé en Mauritanie 2019-2021. Nouakchott  Mauritanie et Rockville  Maryland  USA   ONS  MS  et ICF.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2022,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MRT: Mauritania,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),M: Male,2021,2.1,0: Units,PCNT: %,RA: Reanalysed,,1.6,2.7,7571,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Enquête nutritionnelle nationale SMART  Mauritanie 2021,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2022,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MRT: Mauritania,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),_T: Total,2018,2.3,0: Units,PCNT: %,RA: Reanalysed,,2,2.6,13606.2,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Rapport de l’enquête nutritionnelle nationale SMART Aout 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2022,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MRT: Mauritania,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),_T: Total,2019,1.8,0: Units,PCNT: %,RA: Reanalysed,,1.6,2,16167.7,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Rapport de l’enquête nutritionnelle nationale SMART  Mauritanie Juillet 2019,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2022,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MRT: Mauritania,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),_T: Total,2020,1,0: Units,PCNT: %,RA: Reanalysed,,0.8,1.2,11308.8,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Enquête Démographique et  de Santé en Mauritanie 2019-2021. Nouakchott  Mauritanie et Rockville  Maryland  USA   ONS  MS  et ICF.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2022,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MRT: Mauritania,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),_T: Total,2021,1.7,0: Units,PCNT: %,RA: Reanalysed,,1.4,2.1,15095,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Enquête nutritionnelle nationale SMART  Mauritanie 2021,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2022,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MRT: Mauritania,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),_T: Total,2022,2.6,0: Units,PCNT: %,AD: Adjusted,,,,,Age-Adjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Rapport de l’enquête nutritionnelle SMART 2022,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2022,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MUS: Mauritius,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2016,18.82843208,0: Units,PCNT: %,MD: Modelled,,13.34117699,25.84688568,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MUS: Mauritius,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2017,18.79144096,0: Units,PCNT: %,MD: Modelled,,13.26695061,25.90072441,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MUS: Mauritius,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2018,18.74402809,0: Units,PCNT: %,MD: Modelled,,13.21119404,25.95106888,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MUS: Mauritius,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2019,18.71573067,0: Units,PCNT: %,MD: Modelled,,13.14235973,26.03994179,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MUS: Mauritius,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2020,18.69434929,0: Units,PCNT: %,MD: Modelled,,13.06917381,26.12407684,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_54: Melanasia,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2016,44.7,0: Units,PCNT: %,E: Estimated value,,38.4,51.1,,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,OTHER: Other,,2000-2022,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_54: Melanasia,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2017,45,0: Units,PCNT: %,E: Estimated value,,37.8,52.3,,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,OTHER: Other,,2000-2022,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_54: Melanasia,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2018,45.3,0: Units,PCNT: %,E: Estimated value,,37.5,53.4,,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,OTHER: Other,,2000-2022,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_54: Melanasia,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2019,45.6,0: Units,PCNT: %,E: Estimated value,,37.2,54.3,,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,OTHER: Other,,2000-2022,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_54: Melanasia,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2020,45.9,0: Units,PCNT: %,E: Estimated value,,36.6,55.6,,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,OTHER: Other,,2000-2022,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_54: Melanasia,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2021,46.1,0: Units,PCNT: %,E: Estimated value,,36.4,56.1,,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,OTHER: Other,,2000-2022,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_54: Melanasia,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2022,46.4,0: Units,PCNT: %,E: Estimated value,,35.8,57.3,,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,OTHER: Other,,2000-2022,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,2016,9.3,0: Units,PCNT: %,RA: Reanalysed,,6.8,12.7,5412585.5,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta Nacional de Salud y Nutrición de Medio Camino ENSANUT MC 2016. Cuernavaca  México  Instituto Nacional de Salud Pública  2016,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,2019,14,0: Units,PCNT: %,RA: Reanalysed,,11.5,16.9,4544067,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta nacional de salud y nutrición 2018. Cuernavaca  México  Instituto Nacional de Salud Pública  2019,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,2020,13.6,0: Units,PCNT: %,RA: Reanalysed,,10.8,16.9,4883003,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta Nacional de Salud y Nutrición Continua COVID-19  Mexico 2020,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,2021,12.3,0: Units,PCNT: %,RA: Reanalysed,,9.8,15.5,4858059,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta Nacional de Salud y Nutrición Continua  Mexico 2021,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),M: Male,2016,10.7,0: Units,PCNT: %,RA: Reanalysed,,8,14.1,5545938,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta Nacional de Salud y Nutrición de Medio Camino ENSANUT MC 2016. Cuernavaca  México  Instituto Nacional de Salud Pública  2016,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),M: Male,2019,14.2,0: Units,PCNT: %,RA: Reanalysed,,11.9,16.7,4939151,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta nacional de salud y nutrición 2018. Cuernavaca  México  Instituto Nacional de Salud Pública  2019,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),M: Male,2020,14.3,0: Units,PCNT: %,RA: Reanalysed,,11.7,17.2,5030677,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta Nacional de Salud y Nutrición Continua COVID-19  Mexico 2020,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),M: Male,2021,13.2,0: Units,PCNT: %,RA: Reanalysed,,10.4,16.7,4888227,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta Nacional de Salud y Nutrición Continua  Mexico 2021,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2016,10,0: Units,PCNT: %,RA: Reanalysed,,8.1,12.3,10958524,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta Nacional de Salud y Nutrición de Medio Camino ENSANUT MC 2016. Cuernavaca  México  Instituto Nacional de Salud Pública  2016,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2019,14.1,0: Units,PCNT: %,RA: Reanalysed,,12.3,16,9483218,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta nacional de salud y nutrición 2018. Cuernavaca  México  Instituto Nacional de Salud Pública  2019,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2020,13.9,0: Units,PCNT: %,RA: Reanalysed,,12,16.1,9913680,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta Nacional de Salud y Nutrición Continua COVID-19  Mexico 2020,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2021,12.8,0: Units,PCNT: %,RA: Reanalysed,,10.8,15.1,9746286,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta Nacional de Salud y Nutrición Continua  Mexico 2021,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),F: Female,2016,1.4,0: Units,PCNT: %,RA: Reanalysed,,0.8,2.4,5398330.5,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta Nacional de Salud y Nutrición de Medio Camino ENSANUT MC 2016. Cuernavaca  México  Instituto Nacional de Salud Pública  2016,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),F: Female,2019,1.1,0: Units,PCNT: %,RA: Reanalysed,,0.6,1.8,4544067,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta nacional de salud y nutrición 2018. Cuernavaca  México  Instituto Nacional de Salud Pública  2019,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),F: Female,2020,1.6,0: Units,PCNT: %,RA: Reanalysed,,0.9,3,4882049.5,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta Nacional de Salud y Nutrición Continua COVID-19  Mexico 2020,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),F: Female,2021,1.7,0: Units,PCNT: %,RA: Reanalysed,,0.7,3.7,4870548,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta Nacional de Salud y Nutrición Continua  Mexico 2021,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),M: Male,2016,2.6,0: Units,PCNT: %,RA: Reanalysed,,1.3,5.1,5493977.5,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta Nacional de Salud y Nutrición de Medio Camino ENSANUT MC 2016. Cuernavaca  México  Instituto Nacional de Salud Pública  2016,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),M: Male,2019,1.8,0: Units,PCNT: %,RA: Reanalysed,,1.1,2.8,4939151,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta nacional de salud y nutrición 2018. Cuernavaca  México  Instituto Nacional de Salud Pública  2019,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),M: Male,2020,1.5,0: Units,PCNT: %,RA: Reanalysed,,0.8,2.8,5009193,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta Nacional de Salud y Nutrición Continua COVID-19  Mexico 2020,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),M: Male,2021,1.7,0: Units,PCNT: %,RA: Reanalysed,,0.9,3.1,4901419,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta Nacional de Salud y Nutrición Continua  Mexico 2021,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),_T: Total,2016,2,0: Units,PCNT: %,RA: Reanalysed,,1.2,3.3,10892308,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta Nacional de Salud y Nutrición de Medio Camino ENSANUT MC 2016. Cuernavaca  México  Instituto Nacional de Salud Pública  2016,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),_T: Total,2019,1.4,0: Units,PCNT: %,RA: Reanalysed,,1,2,9483218,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta nacional de salud y nutrición 2018. Cuernavaca  México  Instituto Nacional de Salud Pública  2019,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),_T: Total,2020,1.6,0: Units,PCNT: %,RA: Reanalysed,,1,2.4,9891242,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Encuesta Nacional de Salud y Nutrición Continua COVID-19  Mexico 2020,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2021,Y0T4: Under 5 years old
